ID_Edificacion,Nombre_Patrimonio,Ciudad,Departamento,Edad_Estructura_Anios,Material_Principal,Precipitacion_Anual_mm,Humedad_Prom_Anual_pct,PM10_Promedio_ugm3,Distancia_Via_Principal_m,Nivel_Deterioro_Actual
BIC-0831,Edificacion_Patrimonial_831,Mompox,Bolívar,169,Piedra_Ladrillo,991.8,86.8,9.5,20.6,Medio
BIC-0832,Edificacion_Patrimonial_832,Cartagena,Bolívar,139,Mamposteria,967.4,78.2,54.3,32.4,Bajo
BIC-0833,Edificacion_Patrimonial_833,Villa de Leyva,Boyacá,50,Mamposteria,975.1,54.7,18.3,133.6,Bajo
BIC-0834,Edificacion_Patrimonial_834,Mompox,Bolívar,147,Piedra_Coralina,1145.4,87.0,12.7,2.0,Medio
BIC-0835,Edificacion_Patrimonial_835,Popayán,Cauca,281,Piedra_Ladrillo,2136.1,73.7,24.7,359.2,Bajo
BIC-0836,Edificacion_Patrimonial_836,Cali,Valle del Cauca,341,Ladrillo,1517.7,72.5,29.0,56.1,Medio
BIC-0837,Edificacion_Patrimonial_837,Popayán,Cauca,110,Piedra_Ladrillo,2163.3,78.1,10.9,146.4,Bajo
BIC-0838,Edificacion_Patrimonial_838,Medellín,Antioquia,159,Piedra_Concreto,1582.6,73.9,57.9,30.4,Bajo
BIC-0839,Edificacion_Patrimonial_839,Barichara,Santander,108,Adobe_Tapia,1091.2,72.8,0.8,84.6,Bajo
BIC-0840,Edificacion_Patrimonial_840,Mompox,Bolívar,51,Piedra_Coralina,1087.8,82.6,6.8,10.5,Medio
BIC-0841,Edificacion_Patrimonial_841,Bogotá,Cundinamarca,277,Mamposteria,920.2,79.3,40.8,60.8,Medio
BIC-0842,Edificacion_Patrimonial_842,Santa Marta,Magdalena,279,Mamposteria,968.7,75.2,18.5,258.6,Bajo
BIC-0843,Edificacion_Patrimonial_843,Bogotá,Cundinamarca,148,Piedra_Coralina,771.1,76.0,62.7,79.1,Medio
BIC-0844,Edificacion_Patrimonial_844,Medellín,Antioquia,88,Piedra_Coralina,1527.0,69.0,71.4,72.3,Bajo
BIC-0845,Edificacion_Patrimonial_845,Barichara,Santander,141,Piedra_Ladrillo,1139.3,58.3,16.8,114.9,Bajo
BIC-0846,Edificacion_Patrimonial_846,Mompox,Bolívar,159,Piedra_Coralina,1271.0,85.1,4.9,145.4,Bajo
BIC-0847,Edificacion_Patrimonial_847,Santa Marta,Magdalena,226,Piedra_Ladrillo,956.3,83.7,32.8,97.7,Medio
BIC-0848,Edificacion_Patrimonial_848,Barichara,Santander,118,Mamposteria,1023.2,65.8,26.3,35.8,Bajo
BIC-0849,Edificacion_Patrimonial_849,Mompox,Bolívar,195,Adobe_Tapia,1129.5,76.3,13.6,95.9,Medio
BIC-0850,Edificacion_Patrimonial_850,Barichara,Santander,142,Ladrillo,1075.4,56.1,14.0,417.7,Bajo
BIC-0851,Edificacion_Patrimonial_851,Mompox,Bolívar,118,Ladrillo,1169.4,87.2,8.0,55.4,Bajo
BIC-0852,Edificacion_Patrimonial_852,Cartagena,Bolívar,120,Piedra_Concreto,1055.0,81.7,29.9,169.6,Bajo
BIC-0853,Edificacion_Patrimonial_853,Villa de Leyva,Boyacá,218,Piedra_Coralina,908.0,70.7,14.1,14.4,Medio
BIC-0854,Edificacion_Patrimonial_854,Barichara,Santander,163,Piedra_Ladrillo,1141.7,64.8,13.3,32.2,Bajo
BIC-0855,Edificacion_Patrimonial_855,Bogotá,Cundinamarca,248,Piedra_Coralina,736.8,78.0,49.1,134.1,Medio
BIC-0856,Edificacion_Patrimonial_856,Villa de Leyva,Boyacá,137,Piedra_Coralina,837.5,60.1,7.1,407.1,Bajo
BIC-0857,Edificacion_Patrimonial_857,Cartagena,Bolívar,258,Piedra_Coralina,1138.6,81.7,37.4,161.9,Medio
BIC-0858,Edificacion_Patrimonial_858,Bogotá,Cundinamarca,234,Piedra_Coralina,821.3,71.6,44.1,141.1,Medio
BIC-0859,Edificacion_Patrimonial_859,Santa Marta,Magdalena,274,Mamposteria,827.0,88.1,26.3,25.9,Medio
BIC-0860,Edificacion_Patrimonial_860,Popayán,Cauca,138,Adobe_Tapia,2067.9,71.6,24.0,43.8,Bajo
BIC-0861,Edificacion_Patrimonial_861,Medellín,Antioquia,101,Ladrillo,1636.3,72.8,62.1,16.5,Medio
BIC-0862,Edificacion_Patrimonial_862,Bogotá,Cundinamarca,284,Mamposteria,940.0,83.5,48.2,52.9,Medio
BIC-0863,Edificacion_Patrimonial_863,Santa Marta,Magdalena,130,Adobe_Tapia,980.2,85.4,42.7,3.9,Medio
BIC-0864,Edificacion_Patrimonial_864,Cartagena,Bolívar,162,Piedra_Concreto,1045.8,82.3,7.9,240.7,Bajo
BIC-0865,Edificacion_Patrimonial_865,Villa de Leyva,Boyacá,199,Adobe_Tapia,1063.8,66.9,21.1,61.0,Bajo
BIC-0866,Edificacion_Patrimonial_866,Cali,Valle del Cauca,50,Piedra_Concreto,1428.5,69.2,44.7,79.8,Bajo
BIC-0867,Edificacion_Patrimonial_867,Cali,Valle del Cauca,229,Piedra_Concreto,1458.3,75.6,40.2,81.6,Medio
BIC-0868,Edificacion_Patrimonial_868,Cartagena,Bolívar,50,Piedra_Coralina,1061.2,87.7,34.0,36.4,Bajo
BIC-0869,Edificacion_Patrimonial_869,Mompox,Bolívar,126,Piedra_Concreto,1175.4,88.9,7.9,63.8,Bajo
BIC-0870,Edificacion_Patrimonial_870,Popayán,Cauca,102,Adobe_Tapia,2051.2,80.3,23.3,42.0,Bajo
BIC-0871,Edificacion_Patrimonial_871,Cartagena,Bolívar,149,Piedra_Coralina,1080.7,91.1,31.6,411.7,Medio
BIC-0872,Edificacion_Patrimonial_872,Santa Marta,Magdalena,72,Piedra_Ladrillo,1078.2,79.5,18.9,93.1,Bajo
BIC-0873,Edificacion_Patrimonial_873,Popayán,Cauca,116,Ladrillo,2093.7,80.0,27.6,56.7,Bajo
BIC-0874,Edificacion_Patrimonial_874,Villa de Leyva,Boyacá,50,Ladrillo,1163.8,69.5,15.4,224.4,Bajo
BIC-0875,Edificacion_Patrimonial_875,Mompox,Bolívar,237,Piedra_Concreto,1043.4,69.0,20.7,32.7,Bajo
BIC-0876,Edificacion_Patrimonial_876,Popayán,Cauca,50,Piedra_Coralina,2160.5,74.6,9.3,672.0,Bajo
BIC-0877,Edificacion_Patrimonial_877,Barichara,Santander,158,Piedra_Ladrillo,1037.4,64.5,-13.5,29.9,Bajo
BIC-0878,Edificacion_Patrimonial_878,Bogotá,Cundinamarca,103,Piedra_Concreto,814.2,74.2,59.3,84.6,Bajo
BIC-0879,Edificacion_Patrimonial_879,Medellín,Antioquia,153,Piedra_Coralina,1705.8,77.3,55.2,132.1,Medio
BIC-0880,Edificacion_Patrimonial_880,Barichara,Santander,309,Ladrillo,1328.0,56.1,11.6,379.2,Bajo
BIC-0881,Edificacion_Patrimonial_881,Santa Marta,Magdalena,149,Piedra_Ladrillo,1097.9,73.1,35.2,78.5,Bajo
BIC-0882,Edificacion_Patrimonial_882,Santa Marta,Magdalena,162,Piedra_Coralina,1173.2,86.4,23.9,18.7,Medio
BIC-0883,Edificacion_Patrimonial_883,Cali,Valle del Cauca,50,Piedra_Ladrillo,1362.1,80.2,41.5,66.2,Bajo
BIC-0884,Edificacion_Patrimonial_884,Barichara,Santander,178,Adobe_Tapia,1236.6,67.4,9.5,27.2,Medio
BIC-0885,Edificacion_Patrimonial_885,Villa de Leyva,Boyacá,152,Ladrillo,745.7,65.8,40.0,59.0,Bajo
BIC-0886,Edificacion_Patrimonial_886,Cali,Valle del Cauca,155,Adobe_Tapia,1527.1,78.3,47.0,87.5,Medio
BIC-0887,Edificacion_Patrimonial_887,Mompox,Bolívar,83,Adobe_Tapia,1342.4,83.5,6.1,50.2,Bajo
BIC-0888,Edificacion_Patrimonial_888,Popayán,Cauca,119,Ladrillo,2154.6,74.2,12.5,225.9,Bajo
BIC-0889,Edificacion_Patrimonial_889,Cartagena,Bolívar,145,Piedra_Coralina,1099.4,83.5,15.0,116.4,Medio
BIC-0890,Edificacion_Patrimonial_890,Villa de Leyva,Boyacá,225,Piedra_Concreto,810.0,57.1,5.8,37.9,Bajo
BIC-0891,Edificacion_Patrimonial_891,Popayán,Cauca,50,Mamposteria,2089.9,75.0,15.3,368.5,Bajo
BIC-0892,Edificacion_Patrimonial_892,Cartagena,Bolívar,50,Ladrillo,837.6,83.4,35.5,27.7,Medio
BIC-0893,Edificacion_Patrimonial_893,Santa Marta,Magdalena,242,Piedra_Coralina,1077.3,76.1,32.0,113.0,Medio
BIC-0894,Edificacion_Patrimonial_894,Tunja,Boyacá,161,Ladrillo,584.2,60.9,26.8,184.3,Bajo
BIC-0895,Edificacion_Patrimonial_895,Cali,Valle del Cauca,50,Mamposteria,1459.2,79.0,29.7,78.7,Bajo
BIC-0896,Edificacion_Patrimonial_896,Santa Marta,Magdalena,119,Ladrillo,912.0,76.3,23.2,53.0,Bajo
BIC-0897,Edificacion_Patrimonial_897,Bogotá,Cundinamarca,72,Mamposteria,910.3,68.5,39.0,374.9,Bajo
BIC-0898,Edificacion_Patrimonial_898,Villa de Leyva,Boyacá,59,Piedra_Ladrillo,810.7,72.7,18.3,195.4,Bajo
BIC-0899,Edificacion_Patrimonial_899,Bogotá,Cundinamarca,117,Piedra_Concreto,940.6,69.4,66.3,6.3,Medio
BIC-0900,Edificacion_Patrimonial_900,Cali,Valle del Cauca,50,Mamposteria,1388.4,78.2,52.6,36.3,Bajo
BIC-0901,Edificacion_Patrimonial_901,Cali,Valle del Cauca,102,Piedra_Ladrillo,1570.1,81.5,41.0,118.1,Bajo
BIC-0902,Edificacion_Patrimonial_902,Popayán,Cauca,236,Piedra_Ladrillo,2260.4,80.1,40.6,32.1,Medio
BIC-0903,Edificacion_Patrimonial_903,Villa de Leyva,Boyacá,50,Adobe_Tapia,868.3,69.7,19.9,84.2,Bajo
BIC-0904,Edificacion_Patrimonial_904,Medellín,Antioquia,175,Adobe_Tapia,1877.8,58.2,59.2,20.1,Medio
BIC-0905,Edificacion_Patrimonial_905,Cartagena,Bolívar,50,Piedra_Concreto,1054.7,80.8,18.3,14.3,Bajo
BIC-0906,Edificacion_Patrimonial_906,Bogotá,Cundinamarca,101,Piedra_Ladrillo,871.8,78.2,60.8,146.0,Bajo
BIC-0907,Edificacion_Patrimonial_907,Medellín,Antioquia,174,Piedra_Concreto,1567.5,69.4,72.0,104.0,Medio
BIC-0908,Edificacion_Patrimonial_908,Mompox,Bolívar,287,Piedra_Concreto,950.8,84.5,11.8,8.5,Medio
BIC-0909,Edificacion_Patrimonial_909,Bogotá,Cundinamarca,50,Mamposteria,785.4,69.5,56.4,117.6,Bajo
BIC-0910,Edificacion_Patrimonial_910,Popayán,Cauca,109,Piedra_Coralina,2143.9,78.4,35.5,63.0,Medio
BIC-0911,Edificacion_Patrimonial_911,Cartagena,Bolívar,173,Mamposteria,972.4,82.8,36.8,98.4,Bajo
BIC-0912,Edificacion_Patrimonial_912,Barichara,Santander,117,Adobe_Tapia,1038.3,64.9,13.5,94.3,Bajo
BIC-0913,Edificacion_Patrimonial_913,Popayán,Cauca,191,Mamposteria,2182.0,79.6,19.7,32.2,Bajo
BIC-0914,Edificacion_Patrimonial_914,Medellín,Antioquia,50,Ladrillo,1772.2,69.6,58.4,2.5,Medio
BIC-0915,Edificacion_Patrimonial_915,Cali,Valle del Cauca,236,Piedra_Coralina,1574.3,75.4,55.7,104.2,Medio
BIC-0916,Edificacion_Patrimonial_916,Barichara,Santander,178,Mamposteria,1012.8,59.3,14.3,45.0,Bajo
BIC-0917,Edificacion_Patrimonial_917,Villa de Leyva,Boyacá,193,Ladrillo,987.6,61.7,17.4,55.7,Bajo
BIC-0918,Edificacion_Patrimonial_918,Cali,Valle del Cauca,212,Ladrillo,1474.4,66.1,55.4,74.5,Medio
BIC-0919,Edificacion_Patrimonial_919,Villa de Leyva,Boyacá,121,Adobe_Tapia,678.2,71.8,7.1,108.5,Bajo
BIC-0920,Edificacion_Patrimonial_920,Santa Marta,Magdalena,70,Ladrillo,1072.1,76.2,26.3,106.6,Bajo
BIC-0921,Edificacion_Patrimonial_921,Bogotá,Cundinamarca,158,Mamposteria,791.7,66.1,32.7,8.0,Medio
BIC-0922,Edificacion_Patrimonial_922,Bogotá,Cundinamarca,229,Piedra_Coralina,892.9,72.7,39.9,182.5,Bajo
BIC-0923,Edificacion_Patrimonial_923,Santa Marta,Magdalena,122,Piedra_Concreto,1030.0,73.2,32.2,10.7,Medio
BIC-0924,Edificacion_Patrimonial_924,Barichara,Santander,132,Piedra_Ladrillo,1217.9,65.0,-5.2,9.6,Bajo
BIC-0925,Edificacion_Patrimonial_925,Mompox,Bolívar,188,Piedra_Coralina,1349.7,81.5,10.0,20.4,Medio
BIC-0926,Edificacion_Patrimonial_926,Cali,Valle del Cauca,159,Ladrillo,1417.4,73.5,39.1,171.2,Bajo
BIC-0927,Edificacion_Patrimonial_927,Medellín,Antioquia,57,Ladrillo,1516.7,60.2,66.6,2.7,Medio
BIC-0928,Edificacion_Patrimonial_928,Bogotá,Cundinamarca,209,Piedra_Concreto,979.9,82.8,60.2,112.5,Medio
BIC-0929,Edificacion_Patrimonial_929,Santa Marta,Magdalena,103,Piedra_Coralina,864.4,84.3,34.2,329.0,Medio
BIC-0930,Edificacion_Patrimonial_930,Bogotá,Cundinamarca,58,Ladrillo,886.6,84.3,67.4,152.1,Bajo
BIC-0931,Edificacion_Patrimonial_931,Cartagena,Bolívar,217,Ladrillo,1101.4,79.7,42.6,102.3,Medio
BIC-0932,Edificacion_Patrimonial_932,Mompox,Bolívar,165,Piedra_Coralina,1191.9,84.4,10.4,18.2,Medio
BIC-0933,Edificacion_Patrimonial_933,Villa de Leyva,Boyacá,82,Piedra_Coralina,955.3,64.8,2.1,246.3,Bajo
BIC-0934,Edificacion_Patrimonial_934,Bogotá,Cundinamarca,113,Piedra_Coralina,802.7,75.0,71.2,242.8,Medio
BIC-0935,Edificacion_Patrimonial_935,Villa de Leyva,Boyacá,181,Piedra_Ladrillo,804.2,62.1,13.4,115.0,Bajo
BIC-0936,Edificacion_Patrimonial_936,Cartagena,Bolívar,267,Piedra_Concreto,1103.9,79.5,16.4,52.0,Bajo
BIC-0937,Edificacion_Patrimonial_937,Villa de Leyva,Boyacá,73,Piedra_Ladrillo,764.7,57.1,22.1,246.9,Bajo
BIC-0938,Edificacion_Patrimonial_938,Bogotá,Cundinamarca,189,Piedra_Coralina,810.6,76.5,47.6,237.5,Medio
BIC-0939,Edificacion_Patrimonial_939,Popayán,Cauca,202,Ladrillo,2093.0,72.1,35.6,20.9,Medio
BIC-0940,Edificacion_Patrimonial_940,Villa de Leyva,Boyacá,104,Adobe_Tapia,872.4,71.8,14.5,15.2,Bajo
BIC-0941,Edificacion_Patrimonial_941,Cali,Valle del Cauca,177,Mamposteria,1390.2,70.6,55.7,106.7,Bajo
BIC-0942,Edificacion_Patrimonial_942,Villa de Leyva,Boyacá,307,Mamposteria,941.5,70.2,32.7,30.9,Medio
BIC-0943,Edificacion_Patrimonial_943,Mompox,Bolívar,145,Mamposteria,1144.9,84.8,24.5,178.6,Bajo
BIC-0944,Edificacion_Patrimonial_944,Villa de Leyva,Boyacá,237,Mamposteria,1020.0,59.5,25.9,160.2,Bajo
BIC-0945,Edificacion_Patrimonial_945,Bogotá,Cundinamarca,167,Piedra_Ladrillo,809.7,73.9,62.7,99.6,Medio
BIC-0946,Edificacion_Patrimonial_946,Cartagena,Bolívar,50,Mamposteria,856.7,87.3,27.3,275.2,Bajo
BIC-0947,Edificacion_Patrimonial_947,Santa Marta,Magdalena,179,Mamposteria,1038.4,79.5,29.4,31.2,Bajo
BIC-0948,Edificacion_Patrimonial_948,Mompox,Bolívar,168,Piedra_Ladrillo,1272.1,79.2,23.7,127.1,Bajo
BIC-0949,Edificacion_Patrimonial_949,Tunja,Boyacá,143,Piedra_Concreto,620.0,60.0,23.6,173.2,Bajo
BIC-0950,Edificacion_Patrimonial_950,Bogotá,Cundinamarca,205,Piedra_Concreto,718.3,83.1,38.9,11.4,Medio
BIC-0951,Edificacion_Patrimonial_951,Cali,Valle del Cauca,213,Piedra_Concreto,1422.9,77.3,32.7,336.5,Bajo
BIC-0952,Edificacion_Patrimonial_952,Villa de Leyva,Boyacá,150,Piedra_Concreto,985.9,63.0,21.2,379.1,Bajo
BIC-0953,Edificacion_Patrimonial_953,Villa de Leyva,Boyacá,102,Ladrillo,870.1,69.0,12.2,47.5,Bajo
BIC-0954,Edificacion_Patrimonial_954,Popayán,Cauca,129,Piedra_Coralina,2033.7,78.1,26.0,53.8,Medio
BIC-0955,Edificacion_Patrimonial_955,Cali,Valle del Cauca,104,Mamposteria,1563.2,74.0,35.2,264.2,Bajo
BIC-0956,Edificacion_Patrimonial_956,Cartagena,Bolívar,248,Piedra_Coralina,1048.8,90.9,30.4,131.6,Medio
BIC-0957,Edificacion_Patrimonial_957,Tunja,Boyacá,113,Ladrillo,542.0,61.9,22.0,44.9,Bajo
BIC-0958,Edificacion_Patrimonial_958,Cali,Valle del Cauca,161,Piedra_Ladrillo,1481.0,79.7,43.9,56.6,Bajo
BIC-0959,Edificacion_Patrimonial_959,Mompox,Bolívar,183,Piedra_Concreto,1331.0,82.9,24.4,92.7,Bajo
BIC-0960,Edificacion_Patrimonial_960,Cali,Valle del Cauca,56,Mamposteria,1663.2,69.3,38.3,133.2,Bajo
BIC-0961,Edificacion_Patrimonial_961,Barichara,Santander,155,Piedra_Concreto,898.0,69.2,9.9,15.5,Medio
BIC-0962,Edificacion_Patrimonial_962,Villa de Leyva,Boyacá,56,Mamposteria,1127.4,63.8,18.1,54.9,Bajo
BIC-0963,Edificacion_Patrimonial_963,Santa Marta,Magdalena,113,Adobe_Tapia,1152.6,75.6,37.7,167.7,Medio
BIC-0964,Edificacion_Patrimonial_964,Villa de Leyva,Boyacá,50,Ladrillo,941.5,68.2,4.8,177.2,Bajo
BIC-0965,Edificacion_Patrimonial_965,Popayán,Cauca,50,Mamposteria,2046.1,79.9,33.4,59.4,Bajo
BIC-0966,Edificacion_Patrimonial_966,Cali,Valle del Cauca,50,Piedra_Concreto,1474.1,65.7,58.1,543.6,Bajo
BIC-0967,Edificacion_Patrimonial_967,Barichara,Santander,50,Piedra_Concreto,816.8,66.1,16.3,161.4,Bajo
BIC-0968,Edificacion_Patrimonial_968,Cali,Valle del Cauca,289,Mamposteria,1440.9,71.8,71.4,21.4,Alto
BIC-0969,Edificacion_Patrimonial_969,Mompox,Bolívar,50,Ladrillo,1177.1,82.8,21.3,304.2,Bajo
BIC-0970,Edificacion_Patrimonial_970,Mompox,Bolívar,327,Piedra_Concreto,1255.7,78.6,16.2,47.1,Medio
BIC-0971,Edificacion_Patrimonial_971,Cali,Valle del Cauca,169,Piedra_Ladrillo,1399.8,80.4,42.2,24.9,Medio
BIC-0972,Edificacion_Patrimonial_972,Tunja,Boyacá,124,Piedra_Coralina,534.2,66.0,24.0,54.3,Bajo
BIC-0973,Edificacion_Patrimonial_973,Tunja,Boyacá,81,Piedra_Concreto,653.6,68.3,3.7,11.6,Bajo
BIC-0974,Edificacion_Patrimonial_974,Bogotá,Cundinamarca,50,Piedra_Concreto,913.2,79.7,62.3,111.9,Bajo
BIC-0975,Edificacion_Patrimonial_975,Villa de Leyva,Boyacá,218,Piedra_Ladrillo,925.1,63.8,12.2,28.5,Medio
BIC-0976,Edificacion_Patrimonial_976,Tunja,Boyacá,221,Mamposteria,763.0,61.6,12.6,33.0,Bajo
BIC-0977,Edificacion_Patrimonial_977,Bogotá,Cundinamarca,50,Piedra_Coralina,791.7,74.6,57.4,41.3,Bajo
BIC-0978,Edificacion_Patrimonial_978,Medellín,Antioquia,126,Adobe_Tapia,1677.1,70.2,54.9,95.8,Bajo
BIC-0979,Edificacion_Patrimonial_979,Villa de Leyva,Boyacá,160,Piedra_Concreto,853.1,60.0,3.5,146.9,Bajo
BIC-0980,Edificacion_Patrimonial_980,Medellín,Antioquia,118,Mamposteria,1774.3,67.4,65.9,147.8,Bajo
BIC-0981,Edificacion_Patrimonial_981,Mompox,Bolívar,226,Piedra_Ladrillo,1196.1,81.0,20.9,163.5,Bajo
BIC-0982,Edificacion_Patrimonial_982,Popayán,Cauca,112,Adobe_Tapia,2176.9,78.6,13.2,85.8,Bajo
BIC-0983,Edificacion_Patrimonial_983,Cartagena,Bolívar,207,Piedra_Coralina,1061.2,87.0,40.2,2.0,Alto
BIC-0984,Edificacion_Patrimonial_984,Cartagena,Bolívar,50,Piedra_Concreto,1261.2,78.1,35.0,115.3,Bajo
BIC-0985,Edificacion_Patrimonial_985,Medellín,Antioquia,277,Piedra_Ladrillo,1651.9,62.1,59.5,104.5,Medio
BIC-0986,Edificacion_Patrimonial_986,Barichara,Santander,160,Ladrillo,1088.1,56.6,18.6,327.9,Bajo
BIC-0987,Edificacion_Patrimonial_987,Mompox,Bolívar,86,Adobe_Tapia,1203.4,77.2,22.0,162.8,Bajo
BIC-0988,Edificacion_Patrimonial_988,Medellín,Antioquia,50,Ladrillo,1662.9,65.2,63.8,79.2,Bajo
BIC-0989,Edificacion_Patrimonial_989,Mompox,Bolívar,80,Ladrillo,1209.8,89.5,12.4,193.9,Bajo
BIC-0990,Edificacion_Patrimonial_990,Bogotá,Cundinamarca,196,Mamposteria,803.0,77.0,48.4,10.7,Medio
BIC-0991,Edificacion_Patrimonial_991,Medellín,Antioquia,50,Adobe_Tapia,1778.1,64.7,67.2,101.9,Bajo
BIC-0992,Edificacion_Patrimonial_992,Mompox,Bolívar,212,Mamposteria,1103.4,85.3,25.2,13.6,Medio
BIC-0993,Edificacion_Patrimonial_993,Mompox,Bolívar,55,Adobe_Tapia,1174.7,89.1,23.0,11.2,Medio
BIC-0994,Edificacion_Patrimonial_994,Medellín,Antioquia,258,Piedra_Ladrillo,1652.7,68.1,67.4,300.1,Medio
BIC-0995,Edificacion_Patrimonial_995,Medellín,Antioquia,50,Adobe_Tapia,1728.3,67.9,72.0,63.8,Bajo
BIC-0996,Edificacion_Patrimonial_996,Santa Marta,Magdalena,246,Ladrillo,976.6,78.3,41.7,40.5,Medio
BIC-0997,Edificacion_Patrimonial_997,Mompox,Bolívar,370,Piedra_Concreto,1169.4,87.7,8.5,66.6,Medio
BIC-0998,Edificacion_Patrimonial_998,Tunja,Boyacá,91,Adobe_Tapia,619.0,60.6,14.8,61.7,Bajo
BIC-0999,Edificacion_Patrimonial_999,Bogotá,Cundinamarca,188,Piedra_Coralina,645.1,64.7,62.4,59.3,Medio
BIC-1000,Edificacion_Patrimonial_1000,Barichara,Santander,142,Ladrillo,1137.7,57.7,6.9,61.2,Bajo
BIC-1001,Edificacion_Patrimonial_1001,Medellín,Antioquia,90,Ladrillo,1715.2,75.1,55.8,41.4,Bajo
BIC-1002,Edificacion_Patrimonial_1002,Santa Marta,Magdalena,50,Piedra_Ladrillo,1010.0,78.2,34.1,207.5,Bajo
BIC-1003,Edificacion_Patrimonial_1003,Cali,Valle del Cauca,255,Adobe_Tapia,1392.6,76.1,42.2,13.5,Alto
BIC-1004,Edificacion_Patrimonial_1004,Cali,Valle del Cauca,147,Piedra_Coralina,1347.1,76.4,43.0,78.7,Medio
BIC-1005,Edificacion_Patrimonial_1005,Medellín,Antioquia,223,Adobe_Tapia,1544.9,72.3,48.1,5.3,Medio
BIC-1006,Edificacion_Patrimonial_1006,Cartagena,Bolívar,154,Adobe_Tapia,1199.0,77.9,30.4,33.5,Medio
BIC-1007,Edificacion_Patrimonial_1007,Mompox,Bolívar,258,Ladrillo,1134.6,80.0,15.8,2.0,Medio
BIC-1008,Edificacion_Patrimonial_1008,Santa Marta,Magdalena,134,Piedra_Coralina,891.8,80.9,35.9,161.9,Medio
BIC-1009,Edificacion_Patrimonial_1009,Medellín,Antioquia,50,Mamposteria,1597.1,65.2,64.8,71.8,Bajo
BIC-1010,Edificacion_Patrimonial_1010,Barichara,Santander,337,Ladrillo,1076.4,62.6,21.2,77.7,Medio
BIC-1011,Edificacion_Patrimonial_1011,Cartagena,Bolívar,219,Piedra_Concreto,1144.9,82.7,33.6,16.8,Medio
BIC-1012,Edificacion_Patrimonial_1012,Cali,Valle del Cauca,66,Piedra_Concreto,1397.1,66.2,37.9,67.1,Bajo
BIC-1013,Edificacion_Patrimonial_1013,Villa de Leyva,Boyacá,165,Mamposteria,896.4,65.7,12.8,5.6,Medio
BIC-1014,Edificacion_Patrimonial_1014,Villa de Leyva,Boyacá,153,Piedra_Concreto,1025.7,78.0,29.4,18.7,Medio
BIC-1015,Edificacion_Patrimonial_1015,Cali,Valle del Cauca,101,Ladrillo,1378.6,66.3,49.3,12.4,Medio
BIC-1016,Edificacion_Patrimonial_1016,Bogotá,Cundinamarca,196,Piedra_Concreto,901.4,71.3,50.9,15.7,Medio
BIC-1017,Edificacion_Patrimonial_1017,Villa de Leyva,Boyacá,229,Piedra_Ladrillo,1037.4,60.7,22.8,27.9,Medio
BIC-1018,Edificacion_Patrimonial_1018,Cali,Valle del Cauca,116,Ladrillo,1530.0,74.0,40.8,51.5,Bajo
BIC-1019,Edificacion_Patrimonial_1019,Mompox,Bolívar,168,Piedra_Ladrillo,1263.6,79.9,2.8,51.5,Bajo
BIC-1020,Edificacion_Patrimonial_1020,Cali,Valle del Cauca,149,Adobe_Tapia,1414.3,71.7,35.3,43.2,Bajo
BIC-1021,Edificacion_Patrimonial_1021,Popayán,Cauca,203,Piedra_Coralina,2160.4,76.0,14.8,46.7,Medio
BIC-1022,Edificacion_Patrimonial_1022,Cali,Valle del Cauca,180,Piedra_Coralina,1435.5,68.5,51.0,45.7,Bajo
BIC-1023,Edificacion_Patrimonial_1023,Bogotá,Cundinamarca,171,Adobe_Tapia,757.6,72.4,68.3,86.4,Medio
BIC-1024,Edificacion_Patrimonial_1024,Mompox,Bolívar,159,Ladrillo,1285.7,81.9,3.7,185.2,Bajo
BIC-1025,Edificacion_Patrimonial_1025,Barichara,Santander,258,Adobe_Tapia,1229.3,70.3,18.1,141.4,Bajo
BIC-1026,Edificacion_Patrimonial_1026,Mompox,Bolívar,58,Mamposteria,1236.4,87.3,23.8,9.0,Medio
BIC-1027,Edificacion_Patrimonial_1027,Popayán,Cauca,50,Piedra_Concreto,2085.7,83.5,3.1,96.6,Bajo
BIC-1028,Edificacion_Patrimonial_1028,Mompox,Bolívar,227,Adobe_Tapia,1247.1,82.2,12.2,190.7,Medio
BIC-1029,Edificacion_Patrimonial_1029,Barichara,Santander,150,Piedra_Concreto,1223.0,66.9,1.0,43.1,Bajo
BIC-1030,Edificacion_Patrimonial_1030,Mompox,Bolívar,326,Adobe_Tapia,1319.9,77.7,22.9,45.3,Medio
BIC-1031,Edificacion_Patrimonial_1031,Santa Marta,Magdalena,119,Ladrillo,1023.5,81.2,42.5,143.6,Bajo
BIC-1032,Edificacion_Patrimonial_1032,Medellín,Antioquia,76,Adobe_Tapia,1717.0,73.3,62.0,56.6,Bajo
BIC-1033,Edificacion_Patrimonial_1033,Mompox,Bolívar,145,Piedra_Concreto,1250.3,82.4,4.7,303.0,Bajo
BIC-1034,Edificacion_Patrimonial_1034,Popayán,Cauca,214,Piedra_Coralina,2060.8,76.4,33.3,8.7,Medio
BIC-1035,Edificacion_Patrimonial_1035,Barichara,Santander,74,Piedra_Concreto,1211.9,60.5,29.5,66.4,Bajo
BIC-1036,Edificacion_Patrimonial_1036,Medellín,Antioquia,105,Mamposteria,1780.9,57.6,50.5,45.8,Bajo
BIC-1037,Edificacion_Patrimonial_1037,Villa de Leyva,Boyacá,260,Piedra_Coralina,911.6,66.9,-4.2,111.1,Bajo
